iter	Logloss	Accuracy
211	0.06377871292	0.9829873223
212	0.06368896196	0.9830234475
213	0.06367042946	0.9830302209
214	0.06363965458	0.9830347366
215	0.06360579341	0.9830392522
216	0.06356503386	0.9830460257
217	0.06354780678	0.9830573148
218	0.06352258427	0.9830686039
219	0.06349342114	0.9830595726
220	0.06346561285	0.9830753773
221	0.06343073608	0.9830934399
222	0.06341852174	0.9830956977
223	0.06339333882	0.9830956977
224	0.06337882408	0.9830956977
225	0.06324081667	0.9831589167
226	0.06323800712	0.9831589167
227	0.06320706312	0.983167948
228	0.06319002046	0.9831837527
229	0.06316828717	0.9832018153
230	0.06315738449	0.9831882684
231	0.06314028529	0.9832018153
232	0.06304882144	0.9832334248
233	0.06300736276	0.9832537452
234	0.06298913825	0.9832582608
235	0.06298170759	0.9832627764
236	0.06296816401	0.9832627764
237	0.06291064682	0.9832672921
238	0.06287345709	0.9832785812
239	0.06285768483	0.9832943859
240	0.06284830453	0.9832876125
241	0.0628417361	0.9832966437
242	0.06281981218	0.9833214798
243	0.06280815633	0.9833485736
244	0.06278898279	0.9833643784
245	0.06277344823	0.9833576049
246	0.06276704992	0.9833553471
247	0.06275436904	0.9833598627
248	0.06274625512	0.983368894
249	0.06270886383	0.9833734096
250	0.06269042539	0.9833734096
251	0.0626770235	0.9833734096
252	0.06264991754	0.9833824409
253	0.06262162242	0.9833846988
254	0.0626183311	0.9833846988
255	0.06261265013	0.9833846988
256	0.06259344416	0.98339373
257	0.06257358556	0.9833982457
258	0.06256398254	0.9834005035
259	0.06255812956	0.9833982457
260	0.06255337463	0.9834050191
261	0.06253300745	0.9834005035
262	0.06252783064	0.9834027613
263	0.0625015424	0.9834253395
264	0.06245764286	0.9834388864
265	0.06244497451	0.9834456599
266	0.06243377633	0.9834592068
267	0.06242611476	0.9834614646
268	0.06242269066	0.983456949
269	0.06235662375	0.9834908163
270	0.06234007884	0.9835021054
271	0.06232694646	0.983495332
272	0.06229856229	0.9835043632
273	0.06229336637	0.9834975898
274	0.06228465165	0.9834998476
275	0.06227306778	0.9835179102
276	0.06226050395	0.9835427462
277	0.0622346043	0.9835540353
278	0.06218376889	0.9835675822
279	0.06217715082	0.9835608088
280	0.06215916473	0.9835540353
281	0.06211995007	0.9835585509
282	0.06210886942	0.9835608088
283	0.06208700036	0.9835766135
284	0.06207665526	0.9835675822
285	0.06205368755	0.9835856448
286	0.06202270692	0.9835879026
287	0.06197850521	0.9836195121
288	0.06185409483	0.9836556372
289	0.06182426097	0.983671442
290	0.06181505934	0.9836759576
291	0.06181048401	0.983671442
292	0.06179225956	0.9836782154
293	0.06177239222	0.9836782154
294	0.06176451558	0.9836782154
295	0.06174455409	0.9836782154
296	0.06173482587	0.9836827311
297	0.06171871872	0.9837007936
298	0.06169644265	0.9837143405
299	0.06167830962	0.983721114
300	0.06166794781	0.9837256296
301	0.06162502298	0.9837256296
302	0.06159633285	0.9837391766
303	0.06158724193	0.9837301453
304	0.06156736903	0.9837504657
305	0.06155386386	0.9837504657
306	0.0615186433	0.9837662704
307	0.06150402519	0.9837662704
308	0.06148517729	0.983759497
309	0.06146821649	0.9837685282
310	0.06142676339	0.9837753017
311	0.06141763053	0.9837775595
312	0.06140408939	0.9837888486
313	0.06136774122	0.9837933643
314	0.06135715181	0.9838069112
315	0.06130930418	0.9838069112
316	0.06129598707	0.9838249738
317	0.0612595113	0.983834005
318	0.06122111503	0.983847552
319	0.0612125975	0.983847552
320	0.06120620212	0.9838407785
321	0.0611637684	0.9838543254
322	0.06112317224	0.983847552
323	0.06111839002	0.9838498098
324	0.06111035957	0.9838610989
325	0.06105435339	0.9838656145
326	0.06103936383	0.983872388
327	0.06103310486	0.9838701302
328	0.06099631494	0.9838791614
329	0.06087034154	0.9838994818
330	0.06085306754	0.983897224
331	0.0607818095	0.9839198022
332	0.06072909646	0.9839378648
333	0.06069276133	0.9839581852
334	0.06064608578	0.9839694743
335	0.06063591512	0.9839739899
336	0.06063463739	0.9839762477
337	0.06063050441	0.9839830212
338	0.06053484106	0.984010115
339	0.06052254786	0.9840010838
340	0.06051596665	0.9839988259
341	0.06050644941	0.9840033416
342	0.06048462086	0.9840326932
343	0.06046836446	0.9840349511
344	0.06045536578	0.9840304354
345	0.0604340509	0.9840394667
346	0.06040954929	0.9840462402
347	0.06040039773	0.9840575293
348	0.06035821798	0.9840597871
349	0.06035536689	0.9840620449
350	0.06035311758	0.9840643027
351	0.06032924658	0.9840620449
352	0.06030817101	0.9840643027
353	0.06029141197	0.9840755918
354	0.06027920045	0.9840778497
355	0.06025913022	0.9840913966
356	0.06025577182	0.9840913966
357	0.06023930238	0.9840801075
358	0.06022361036	0.98409817
359	0.06021559107	0.9840868809
360	0.06020761018	0.9840913966
361	0.06019911851	0.9841072013
362	0.06017982543	0.9840891388
363	0.06015419437	0.98409817
364	0.06013774788	0.9841004279
365	0.06013105502	0.9841072013
366	0.06011704212	0.9841207482
367	0.06010821942	0.9841230061
368	0.06009415153	0.9841252639
369	0.06008746111	0.9841162326
370	0.06006390467	0.9841207482
371	0.06005103703	0.9841297795
372	0.06003354582	0.984136553
373	0.06002930496	0.9841320373
374	0.05999473207	0.9841478421
375	0.05999120141	0.9841523577
376	0.05998738783	0.9841478421
377	0.05997359947	0.9841546155
378	0.05996179326	0.9841591312
379	0.05990746459	0.9841636468
380	0.05990423157	0.9841591312
381	0.0598902846	0.9841636468
382	0.0598893289	0.984161389
383	0.05987718791	0.9841523577
384	0.05985847632	0.9841681625
385	0.05985380893	0.9841749359
386	0.05984599476	0.9841817094
387	0.05982452135	0.9841952563
388	0.05981293717	0.9841952563
389	0.05979296364	0.9842042876
390	0.05976586455	0.984224608
391	0.05975726539	0.9842291236
392	0.05973897111	0.9842291236
393	0.05970925077	0.9842404127
394	0.05969360333	0.9842517018
395	0.05968930923	0.9842471862
396	0.0596703352	0.9842584753
397	0.05966299878	0.9842562175
398	0.05965487146	0.9842584753
399	0.05963083234	0.9842675066
400	0.05962628442	0.9842697644
401	0.05961014413	0.9842765379
402	0.05959655734	0.9842720222
403	0.05951255164	0.984287827
404	0.05950421838	0.9842900848
405	0.05949947199	0.9842923426
406	0.05946604009	0.9843036317
407	0.0594552376	0.9843013739
408	0.05941279701	0.984312663
409	0.05940840933	0.9843036317
410	0.05940443122	0.9843081473
411	0.05939939741	0.9843081473
412	0.05937233368	0.9843058895
413	0.05936176946	0.9843171786
414	0.05935291429	0.9843036317
415	0.05933725451	0.9843013739
416	0.05933573238	0.9843013739
417	0.05933115927	0.9843013739
418	0.05930912621	0.9843081473
419	0.05930473574	0.984312663
420	0.0592999802	0.9843104052
421	0.05929174408	0.9843194364
422	0.05928630486	0.9843149208
423	0.05926827411	0.9843171786
424	0.05925837152	0.9843216943
425	0.0592405147	0.9843307256
426	0.05923395054	0.9843307256
427	0.05922877819	0.9843307256
428	0.05921237167	0.9843397568
429	0.05919960852	0.984337499
430	0.05917584666	0.9843420147
431	0.05917009481	0.9843465303
432	0.05915431085	0.9843420147
433	0.05912756438	0.9843397568
434	0.05912435213	0.9843352412
435	0.05911693997	0.9843465303
436	0.05909431803	0.9843533038
437	0.05908118969	0.9843487881
438	0.05906738486	0.9843510459
439	0.05905779239	0.9843487881
440	0.0590334102	0.9843645929
441	0.05902394405	0.984362335
442	0.05899577885	0.9843781398
443	0.05895537413	0.984400718
444	0.05895075194	0.9844029758
445	0.05893585273	0.9843916867
446	0.05891809134	0.9844052336
447	0.05890976861	0.9844052336
448	0.0588969043	0.9844074914
449	0.05888402447	0.9844120071
450	0.05885833574	0.9844232962
451	0.05882931529	0.9844436166
452	0.05882073368	0.9844481322
453	0.05881905971	0.98445039
454	0.05881438218	0.9844549057
455	0.05879969127	0.984463937
456	0.05879821413	0.9844684526
457	0.05878884895	0.9844661948
458	0.05877723758	0.9844707104
459	0.05876225408	0.9844616791
460	0.0587312101	0.9844932886
461	0.05870823506	0.9844932886
462	0.05869554277	0.9845045777
463	0.05868123494	0.9845090934
464	0.05867599792	0.9845113512
465	0.05866308189	0.9845316716
466	0.05865249626	0.9845226403
467	0.05862906629	0.9845316716
468	0.05862435015	0.9845339294
469	0.05861246132	0.984538445
470	0.05860394525	0.9845429607
471	0.05858136997	0.9845542498
472	0.05857664201	0.9845542498
473	0.05855965255	0.9845587654
474	0.05855261534	0.9845632811
475	0.05852708716	0.9845632811
476	0.05846575836	0.9845632811
477	0.05844774447	0.9845632811
478	0.0584275129	0.9845723123
479	0.05841303949	0.9845723123
480	0.05840623294	0.984576828
481	0.05838838838	0.984601664
482	0.05838119912	0.9845994062
483	0.05837535268	0.9845994062
484	0.05836255075	0.9845971484
485	0.05834268945	0.9846084375
486	0.05833334935	0.9846197266
487	0.05832942707	0.9846242422
488	0.05831155086	0.9846242422
489	0.05830259857	0.9846242422
490	0.05829900721	0.9846242422
491	0.0582889899	0.9846355313
492	0.05826922124	0.9846287579
493	0.05826481001	0.9846332735
494	0.05825982454	0.9846332735
495	0.0582392038	0.9846197266
496	0.05822992318	0.9846219844
497	0.05821799122	0.9846219844
498	0.05820075491	0.9846265
499	0.05817493671	0.9846287579
500	0.05816789374	0.9846377891
501	0.05816233703	0.9846355313
502	0.05814537044	0.9846558517
503	0.05812889353	0.9846603673
504	0.05812389503	0.9846558517
505	0.05811877659	0.9846603673
506	0.05809397812	0.9846739143
507	0.05808637948	0.9846784299
508	0.05806298148	0.9846852034
509	0.05805139225	0.9846874612
510	0.05804120915	0.984689719
511	0.05802036128	0.9846919768
512	0.05800362641	0.9846942347
513	0.05796299624	0.9847055238
514	0.05795617895	0.9847122972
515	0.05793474794	0.9847371332
516	0.05790286781	0.984728102
517	0.05789479946	0.9847393911
518	0.0578821831	0.9847484223
519	0.05786871683	0.9847416489
520	0.05786012082	0.9847506802
521	0.05785621903	0.984752938
522	0.05784974471	0.9847574536
523	0.05784277157	0.9847619693
524	0.05783183299	0.9847710006
525	0.05780214299	0.9847732584
526	0.05779640616	0.9847845475
527	0.05778728421	0.9847958366
528	0.05777812962	0.9847868053
529	0.05777020143	0.9847868053
530	0.05774542562	0.9847890631
531	0.05773724117	0.9847890631
532	0.05772644405	0.98480261
533	0.05771985943	0.9847913209
534	0.05770564394	0.9847980944
535	0.05767203204	0.9848138991
536	0.05766148141	0.9848184148
537	0.05765590093	0.9848206726
538	0.05764828105	0.9848251882
539	0.057643295	0.9848206726
540	0.05763955609	0.9848206726
541	0.05763128726	0.9848229304
542	0.05762381588	0.9848251882
543	0.05761336912	0.9848274461
544	0.05759070058	0.9848364773
545	0.05758900317	0.9848342195
546	0.05757779081	0.9848455086
547	0.05756618026	0.9848545399
548	0.05753172336	0.9848522821
549	0.05752657098	0.9848771181
550	0.05751952326	0.9848816338
551	0.05750890833	0.984890665
552	0.05749468944	0.9848861494
553	0.05748426655	0.984890665
554	0.05742193829	0.9849064698
555	0.05741746584	0.9849155011
556	0.05740704172	0.9849200167
557	0.05738513639	0.9849087276
558	0.05737916672	0.9848996963
559	0.05737568526	0.9848996963
560	0.05736803573	0.9849019541
561	0.05735342833	0.9849064698
562	0.05734866528	0.9849087276
563	0.05733368289	0.9849132432
564	0.05733084983	0.9849109854
565	0.05731760024	0.9849132432
566	0.05730375377	0.984929048
567	0.05728373622	0.9849380793
568	0.05725121219	0.9849583997
569	0.05723745536	0.9849651731
570	0.05723529315	0.9849696888
571	0.05722370439	0.9849651731
572	0.0572163641	0.9849606575
573	0.05720639378	0.9849629153
574	0.0572016572	0.9849606575
575	0.05718353723	0.9849674309
576	0.05717000318	0.9849719466
577	0.05716459981	0.9849742044
578	0.05715642424	0.9849809779
579	0.05715137339	0.9849854935
580	0.05714607058	0.9849809779
581	0.05713969988	0.9849809779
582	0.05713130998	0.9849809779
583	0.05710108709	0.9849967826
584	0.05700171241	0.9850012982
585	0.05698704892	0.9850103295
586	0.05696737203	0.9850238765
587	0.0569660815	0.9850238765
588	0.05695960908	0.9850261343
589	0.05693080302	0.9850283921
590	0.05692508421	0.9850261343
591	0.05691735999	0.9850283921
592	0.05689421216	0.9850441968
593	0.05685356696	0.9850441968
594	0.0568444234	0.9850374234
595	0.05683814168	0.985041939
596	0.05683398787	0.9850374234
597	0.05682092808	0.9850509703
598	0.05681317301	0.9850532281
599	0.05680021579	0.9850600016
600	0.05678558811	0.9850554859
601	0.05677706644	0.9850645172
602	0.05677085674	0.985066775
603	0.05676105205	0.9850577438
604	0.05674130272	0.9850848376
605	0.05673480965	0.985080322
606	0.05673275651	0.9850825798
607	0.05672582111	0.9850825798
608	0.05670435321	0.9851141893
609	0.05670172494	0.9851209627
610	0.05669670211	0.9851164471
611	0.05669054305	0.9851187049
612	0.05668755034	0.9851209627
613	0.0566780497	0.9851119315
614	0.05667052627	0.9851119315
615	0.05666918978	0.9851187049
616	0.05666025947	0.9851187049
617	0.05664083629	0.9851164471
618	0.05662833673	0.9851187049
619	0.05662518619	0.9851164471
620	0.05659979077	0.985129994
621	0.05659619052	0.9851232206
622	0.05658442032	0.9851232206
623	0.05657723162	0.9851322518
624	0.0565749536	0.9851345097
625	0.05656919772	0.9851390253
626	0.05656227909	0.9851367675
627	0.05655996323	0.9851435409
628	0.05654004192	0.9851435409
629	0.05653528844	0.9851480566
630	0.0565234908	0.98515483
631	0.05650993143	0.9851435409
632	0.05646428462	0.9851480566
633	0.05644384178	0.9851525722
634	0.05644079282	0.9851570879
635	0.05642254364	0.9851570879
636	0.05639982138	0.9851728926
637	0.05639398752	0.9851774082
638	0.05638107532	0.9851977286
639	0.05636308501	0.9851886974
640	0.05634633604	0.9851999865
641	0.05634206056	0.9851954708
642	0.05631717947	0.9852067599
643	0.05631479045	0.9851999865
644	0.05630460329	0.9851999865
645	0.05629369386	0.9852045021
646	0.05628426522	0.9852112756
647	0.05627264344	0.9852022443
648	0.05626169676	0.9851977286
649	0.05625704323	0.9851909552
650	0.05624580853	0.9851977286
651	0.05623908538	0.9852045021
652	0.05623236148	0.9851954708
653	0.05618753706	0.9852067599
654	0.05618105065	0.9852045021
655	0.05617519586	0.9852067599
656	0.0561577516	0.9852203068
657	0.05613781182	0.9852203068
658	0.05609896765	0.9852248225
659	0.0560786332	0.9852406272
660	0.05606346112	0.985242885
661	0.05603874181	0.9852519163
662	0.05603105226	0.9852451429
663	0.05596381962	0.9852790102
664	0.05595919534	0.9852790102
665	0.05594851923	0.985281268
666	0.05594360115	0.9852790102
667	0.05590420988	0.9852835258
668	0.05589056318	0.9852857836
669	0.05588385009	0.9852925571
670	0.05587537264	0.9852857836
671	0.05586770351	0.9852970727
672	0.05579071487	0.9853422291
673	0.05577861339	0.985344487
674	0.05576803382	0.9853490026
675	0.05571492799	0.9853625495
676	0.05570160888	0.9853783543
677	0.05569838652	0.9853783543
678	0.05569181373	0.9853806121
679	0.05568859578	0.9853828699
680	0.05566640753	0.985369323
681	0.05565696255	0.9853760965
682	0.05564834446	0.9853738386
683	0.05563750429	0.9853806121
684	0.05561810926	0.9853964168
685	0.05559776495	0.9853806121
686	0.05557995763	0.985394159
687	0.05555778135	0.9853873856
688	0.0555481718	0.985394159
689	0.0554645624	0.9854302841
690	0.05545833328	0.9854302841
691	0.05545054464	0.9854347998
692	0.0553859495	0.9854731827
693	0.05538064108	0.9854776984
694	0.05537246285	0.9854799562
695	0.05534221245	0.9854754406
696	0.05532231997	0.985482214
697	0.05531165518	0.9854957609
698	0.05529295833	0.9854889875
699	0.05528530663	0.9854912453
700	0.05527695066	0.9854980188
701	0.05527294458	0.9854912453
702	0.05526906345	0.9854889875
703	0.05525875961	0.9854935031
704	0.05525456095	0.9854980188
705	0.05524873332	0.9855025344
706	0.05524492333	0.9855047922
707	0.05524088194	0.9855138235
708	0.05522907679	0.9855115657
709	0.05522304058	0.98550705
710	0.05520879286	0.9855183391
711	0.05519624466	0.9855183391
712	0.05519210985	0.9855160813
713	0.05517684375	0.9855093079
714	0.05516602843	0.9855093079
715	0.05516247756	0.9855183391
716	0.05515587841	0.9855318861
717	0.05513376531	0.9855318861
718	0.05510732993	0.9855522065
719	0.05509211307	0.9855567221
720	0.05508786423	0.9855612377
721	0.05508432443	0.9855612377
722	0.05507756177	0.9855634956
723	0.05506706164	0.9855725268
724	0.05504799252	0.9855770425
725	0.05503169184	0.9855793003
726	0.05502998998	0.9855747847
727	0.0550240473	0.9855815581
728	0.05501531957	0.9855860738
729	0.05501264173	0.9855793003
730	0.05499868233	0.9855883316
731	0.05499230713	0.9855815581
732	0.05498267563	0.9856018785
733	0.05497536835	0.9856063941
734	0.05496970429	0.9856131676
735	0.05491319208	0.9856176833
736	0.05490679224	0.9856244567
737	0.05490165819	0.9856312302
738	0.05489473778	0.985633488
739	0.05488595253	0.9856402615
740	0.05485012239	0.9856470349
741	0.05484228204	0.9856447771
742	0.05482786418	0.9856492927
743	0.05482195786	0.9856492927
744	0.05481745584	0.9856470349
745	0.05481511249	0.9856447771
746	0.05480996578	0.9856492927
747	0.05477341589	0.9856650975
748	0.05476674076	0.9856741288
749	0.05475675141	0.9856741288
750	0.05475083188	0.9856809022
751	0.05474637167	0.9856809022
752	0.05473639997	0.9856786444
753	0.05473284927	0.9856809022
754	0.05472942262	0.98568316
755	0.05472686156	0.9856854179
756	0.05471153392	0.9857012226
757	0.05470510861	0.9857079961
758	0.05469201114	0.9857057383
759	0.05465724136	0.9857125117
760	0.05465407583	0.9857079961
761	0.05464991199	0.9857012226
762	0.0546465648	0.9857034804
763	0.05462845726	0.9857057383
764	0.05462353314	0.9857147695
765	0.05461749027	0.985721543
766	0.05461128345	0.9857283165
767	0.05460494604	0.9857170274
768	0.05460183549	0.9857147695
769	0.05457768552	0.9857170274
770	0.05456339555	0.9857238008
771	0.05455522358	0.9857238008
772	0.05455223579	0.9857192852
773	0.05454945981	0.9857192852
774	0.05454563419	0.9857170274
775	0.05454107386	0.9857170274
776	0.05453077844	0.9857170274
777	0.05452422158	0.9857260586
778	0.05451983878	0.9857305743
779	0.05451221872	0.9857305743
780	0.05450536633	0.9857396056
781	0.05449589232	0.9857396056
782	0.05448718286	0.985746379
783	0.05447988525	0.9857508947
784	0.05446813645	0.9857486368
785	0.05446070947	0.985746379
786	0.05445582129	0.9857396056
787	0.05444966099	0.9857508947
788	0.05444343069	0.9857531525
789	0.05443890853	0.9857554103
790	0.05443264939	0.9857508947
791	0.05440079205	0.9857666994
792	0.05439383995	0.985771215
793	0.05438027798	0.9857870198
794	0.05437161677	0.9857870198
795	0.05436602008	0.9857870198
796	0.05435792782	0.9857915354
797	0.05434991537	0.9857960511
798	0.05434770612	0.9857937933
799	0.05434347266	0.9857892776
800	0.05433285502	0.9857915354
801	0.05430700604	0.985809598
802	0.05429115431	0.9858208871
803	0.05428571494	0.9858208871
804	0.05428341136	0.9858208871
805	0.05427143962	0.9858254027
806	0.05426418979	0.9858299184
807	0.05425954835	0.9858412075
808	0.05425222829	0.9858434653
809	0.05424244892	0.9858547544
810	0.05421905602	0.9858683013
811	0.05421636375	0.9858683013
812	0.054208338	0.985872817
813	0.05420241976	0.9858637857
814	0.05418770856	0.9858841061
815	0.05418050258	0.9858818483
816	0.05417325477	0.9858773326
817	0.05415825589	0.9858795904
818	0.05415081109	0.9858863639
819	0.05414191497	0.9858818483
820	0.05413782025	0.9858818483
821	0.05413476537	0.9858818483
822	0.0541038524	0.9858841061
823	0.05407607751	0.9858953952
824	0.05406702017	0.9858931374
825	0.05406074064	0.9858953952
826	0.05404174025	0.9858863639
827	0.05403060118	0.9858818483
828	0.05401993329	0.9858863639
829	0.05401601353	0.9858818483
830	0.05400540093	0.9858841061
831	0.05399720548	0.985897653
832	0.05399507797	0.9859044265
833	0.05397068356	0.9859247468
834	0.0539688122	0.9859179734
835	0.05396104829	0.9859292625
836	0.05395781944	0.9859315203
837	0.05394736751	0.9859382938
838	0.05391703657	0.9859360359
839	0.0538998744	0.9859360359
840	0.05388235313	0.9859360359
841	0.05387645245	0.9859382938
842	0.05386426751	0.9859428094
843	0.05385874694	0.9859428094
844	0.05385195612	0.9859518407
845	0.05384413861	0.9859540985
846	0.0538365107	0.9859563563
847	0.05383185936	0.9859586141
848	0.05381334014	0.985947325
849	0.05380486127	0.9859676454
850	0.05380008962	0.9859721611
851	0.05379789251	0.9859744189
852	0.05379468715	0.9859744189
853	0.05378808443	0.9859766767
854	0.05376205913	0.9859947393
855	0.05375870558	0.9859902236
856	0.05374142862	0.9860060284
857	0.0537366933	0.9859992549
858	0.05373204123	0.9860037706
859	0.05372372325	0.9860060284
860	0.05371840562	0.9860060284
861	0.05369909361	0.9860082862
862	0.05369509785	0.986010544
863	0.05368747117	0.9860128018
864	0.05367798523	0.9860037706
865	0.05367471389	0.9860037706
866	0.05364205519	0.9860150597
867	0.05363850823	0.9860173175
868	0.0536354969	0.9860195753
869	0.05362819509	0.9860218331
870	0.05362234658	0.9860240909
871	0.05361077739	0.9860240909
872	0.05360229643	0.9860331222
873	0.05359602953	0.9860263488
874	0.0535804997	0.9860331222
875	0.05357513644	0.9860308644
876	0.05355523937	0.9860421535
877	0.05354511073	0.9860421535
